Country Name,Country Code,Series Name,Series Code,Version Name,Version Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Afghanistan,AFG,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2017 Jun,201706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4719400285995,37.7654435078259,30.2716744732668,31.7509905365424,29.2497367788414,30.6228536688586,25.3947405330476,30.2056024682127,27.0915400061362,24.507440419353,24.6032470715393,23.8913721393019,23.463125535053,21.4007220419309,21.9102950160981,,,
Albania,ALB,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2017 Jun,201706,,,,,,,,,,,33.6002061629567,32.4002988390487,31.6997104690522,34.1000974784758,33.0999410472445,34.6000120880036,34.0000003795285,33.2000247238173,31.4998818203198,32.300197699803,35.9007899107974,39.2952951590215,51.6418702727331,54.6409764928012,53.6209806102615,55.8121447107506,37.4796047275612,32.700159912277,30.4752181599794,27.1177320710583,26.4904623131415,24.4530545813644,24.2359328677808,24.3326986015293,22.9325210783278,21.2343279084142,20.2223444439829,19.8747975889451,19.4205347268422,19.4097808204446,20.6581888515256,20.958124149667,21.6606803267595,22.5030899684471,22.9201994697116,23.0926292638964,22.9553142561143,,,
Algeria,DZA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2017 Jun,201706,9.20546573726119,9.56917494438539,8.4208457007291,7.0397602891763,7.3666291380598,10.4184081441267,9.92688073701938,8.47014069951658,8.80562144088407,9.01662857668829,8.50923434434634,9.23512771674598,8.38978653610898,7.74615047912345,7.53086430549205,8.99589407643066,10.1794217447909,12.8746598237421,12.1676564294373,13.0390151089782,11.3582674294206,10.1670580004846,12.1268464156985,12.0970728880261,10.0584369020196,10.4978179637293,11.7666985618146,9.48232015757606,12.5332813625058,11.9413896657472,8.97820201573625,10.5019973030192,10.0650893665372,10.6260079976248,10.179062499972,8.22889944187664,8.00595363508611,8.02763965159675,7.00124082733659,10.0662438855398,9.02943836001008,8.615298657443,9.39577800544699,10.6438499719645,11.0715366904528,12.6699481927455,12.9492891276999,,,
American Samoa,ASM,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2017 Jun,201706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2017 Jun,201706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513903303152847,0.480273080892276,0.42606017874038,0.465391073612637,0.462915577225484,0.419196783784916,0.39052119559566,0.410793304927281,0.449611356261394,0.434603331683985,0.504226988190247,0.546267617576964,0.631606669330524,0.58029005449838,,,,,,
Angola,AGO,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2017 Jun,201706,,,,,,,,,,,,,,,,13.79150009155,13.68099975585,14.20100021365,18.99049949645,17.7290000915667,18.3556671142667,25,11.5384615384615,11.5241635687732,6.64301838116736,7.31225296442688,7.02686916586973,9.00201794169947,13.0337582807876,6.29025682837342,5.66468956353548,8.15637702246655,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2017 Jun,201706,,,,,,,,5.49273029532977,5.02274352146387,4.00759330264925,3.4605706430073,3.34976157629431,3.08371030648413,3.03557659368059,2.30358455289406,2.40899963207563,2.18247641506628,2.2157750865321,2.0477276105231,1.96088778058636,2.05135729053544,2.04129868094204,2.07021498759934,2.00075918247867,1.81273042502207,1.90295873465014,1.8798967084788,1.98931795874419,1.92087140494906,1.90928465553099,1.77995607512601,1.83337692369415,1.97950427584179,2.00528700943817,1.88007830865054,2.0327089225666,1.92401574539139,1.91349407376026,1.81700708397048,1.72685695133973,1.90286703924006,2.24443098624208,2.19267082668217,2.29407066464018,1.81388314591515,1.94400305952207,1.92695370343116,,,
Arab League states,ARB,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2017 Jun,201706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1935942872637,9.86447886018374,8.92850079769034,7.98574610684905,7.77974142432242,7.3537539633337,6.47934846876022,,6.365060160141,6.24369181051805,6.3995757186777,6.69471098265881,6.63442856725454,7.05884126322745,,,,
Argentina,ARG,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2017 Jun,201706,9.6375609641048,10.8659477473906,10.984869871837,11.9525477974444,10.2308377488651,6.5839104917193,8.15217071220236,8.08714211405919,7.50442747786782,7.79627735903041,6.35350500480657,6.47552296064522,9.59615604621897,8.65832496118367,8.3459768371011,7.63430725730443,7.80040264019792,8.09435846444628,8.97786821775225,9.61606509643166,8.12367620787489,6.71649176009431,5.99078709147934,5.49202482400254,5.51386657536411,5.78700381057553,6.08125464208411,5.67336683883138,5.70293390763375,4.81532950375132,5.05302148878072,4.89280607440549,10.822087179809,11.0423301528658,9.83632206716253,9.33408693168576,8.17026374784426,8.83232309691195,8.72898126823692,6.28831704348887,8.5022016974351,8.32951228357698,6.89378647364917,7.20775216088908,7.99791756210649,6.04397789010698,7.56038774598676,,,
Armenia,ARM,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2017 Jun,201706,,,,,,,,,,,,,,,,,,,,,17.3762697212016,24.9734607218684,31.0427206295672,51.3655909174216,44.8709973040704,42.2553129522207,36.825962722325,31.9686774327641,33.9957279656846,29.4640212814989,25.5478701562349,28.3281547063999,25.9618988244082,23.6820980482327,24.662200003318,20.892517379789,20.4510979086758,20.2820602192449,18.3981208906774,18.9138922965675,19.1530515742164,22.8154155645177,20.0680700111774,20.7403685968283,20.3776674329075,19.3260620234931,17.7658474417456,,,
